"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Survey","Survey Area","Time Searched","Microhabitat Type","Specimen Collected"
Rotation 2,1057,2015,01-Jun-15,TDI,SE,2,2X25,10,TC,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,2,2X25,10,TD,None,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,2,2X25,10,UC,C,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,2,2X25,10,DM,None,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,2,2X25,10,DC,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,2,2X25,10,UO,C,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,TD,None,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,TC,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,TS,None,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,HB,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,UC,C,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,DM,C,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,DC,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,2,2X25,10,UO,C,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,LS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,LH,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,WPW,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,WSB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,WMF,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,WDS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,CL,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,BC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,1,25X15,6,RR,None,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,LS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,LH,C,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,WSB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,WDS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,WPW,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,WMF,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,RR,C,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,BC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,1,25X15,20,CL,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,LS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,LH,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,WPW,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,WMF,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,WSB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,WDS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,RR,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,CL,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,1,25X15,7,BC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,LS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,LH,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,WPW,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,WDS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,WMF,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,WSB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,RR,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,CL,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,1,25X15,10,BC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,HB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,TS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,TD,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,TC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,DC,None,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,DM,None,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,UO,None,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,2,2X25,10,UC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,TS,None,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,UO,C,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,TD,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,TC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,HB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,DM,C,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,UC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,2,2X25,10,DC,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,TS,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,TC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,TD,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,HB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,UO,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,DM,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,UC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,2,2X25,10,DC,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,TS,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,TC,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,HB,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,TD,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,DC,None,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,DM,C,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,UO,C,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,2,2X25,10,UC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,LH,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,LS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,WPW,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,WDS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,WSB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,WMF,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,BC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,CL,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,1,25X15,5,RR,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,LS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,LH,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,WDS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,WMF,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,WSB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,WPW,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,BC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,CL,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,1,25X15,5,RR,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,LS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,LH,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,WDS,None,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,WSB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,WPW,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,WMF,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,CL,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,RR,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,1,25X15,5,BC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,LS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,LH,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,WSB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,WDS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,WPW,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,WMF,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,RR,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,CL,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,1,25X15,5,BC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,HB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,TS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,TC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,TD,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,DM,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,DC,None,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,UO,None,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,2,2X25,10,UC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,TD,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,TS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,HB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,TC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,DM,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,DC,C,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,UO,None,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,2,2X25,10,UC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,TD,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,TC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,TS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,HB,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,DC,None,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,DM,None,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,UO,None,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,2,2X25,10,UC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,TS,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,TC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,TD,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,HB,None,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,DC,C,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,UC,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,UO,None,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,2,2X25,10,DM,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,WMF,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,LH,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,LS,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,WSB,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,WPW,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,WDS,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,CL,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,BC,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,1,25X15,5,RR,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,LH,None,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,LS,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,WPW,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,WDS,C,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,WMF,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,WSB,C,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,RR,None,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,BC,C,
Rotation 2,1178,2017,24-May-17,EED,NW,1,25X15,25,CL,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,LH,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,LS,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,WDS,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,WSB,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,WMF,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,WPW,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,CL,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,RR,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,1,25X15,5,BC,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,LS,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,LH,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,WMF,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,WPW,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,WDS,C,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,WSB,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,CL,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,RR,None,
Rotation 2,1178,2017,24-May-17,EED,SW,1,25X15,10,BC,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,HB,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,TS,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,TC,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,TD,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,UC,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,DM,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,DC,C,
Rotation 2,1178,2017,24-May-17,EED,NE,2,2X25,10,UO,None,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,HB,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,TC,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,TS,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,TD,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,UC,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,DM,None,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,DC,None,
Rotation 2,1178,2017,24-May-17,EED,NW,2,2X25,10,UO,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,TD,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,TC,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,TS,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,HB,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,UO,None,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,UC,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,DC,C,
Rotation 2,1178,2017,24-May-17,EED,SE,2,2X25,10,DM,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,TD,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,TC,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,TS,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,HB,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,UC,VNA,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,DM,None,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,UO,C,
Rotation 2,1178,2017,24-May-17,EED,SW,2,2X25,10,DC,C,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,LS,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,LH,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,WPW,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,WDS,None,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,WSB,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,WMF,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,RR,None,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,CL,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,1,25X15,25,BC,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,LS,C,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,LH,C,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,WSB,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,WPW,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,WDS,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,WMF,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,RR,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,CL,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,1,25X15,25,BC,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,LH,None,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,LS,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,WPW,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,WSB,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,WMF,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,WDS,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,BC,None,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,CL,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,1,25X15,25,RR,C,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,LH,C,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,LS,C,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,WSB,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,WDS,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,WPW,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,WMF,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,CL,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,RR,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,1,25X15,25,BC,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,TC,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,HB,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,TD,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,TS,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,UO,None,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,DM,None,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,UC,VNA,
Rotation 2,1179,2017,25-May-17,EED,NE,2,2X25,10,DC,C,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,TC,None,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,TS,None,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,HB,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,TD,C,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,DC,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,DM,VNA,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,UC,C,
Rotation 2,1179,2017,25-May-17,EED,NW,2,2X25,10,UO,C,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,TD,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,TC,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,HB,None,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,TS,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,UC,VNA,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,DM,C,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,DC,C,
Rotation 2,1179,2017,25-May-17,EED,SE,2,2X25,10,UO,C,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,HB,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,TD,C,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,TC,VNA,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,TS,None,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,UC,None,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,UO,None,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,DM,C,
Rotation 2,1179,2017,25-May-17,EED,SW,2,2X25,10,DC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,LH,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,LS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,WDS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,WPW,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,WMF,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,WSB,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,BC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,CL,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,1,25X15,0,RR,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,LH,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,LS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,WDS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,WSB,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,WPW,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,WMF,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,BC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,RR,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NW,1,25X15,0,CL,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,LS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,LH,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,WMF,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,WSB,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,WPW,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,WDS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,BC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,RR,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SE,1,25X15,0,CL,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,LS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,LH,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,WSB,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,WMF,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,WDS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,WPW,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,CL,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,BC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,SW,1,25X15,0,RR,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,HB,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,TS,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,TC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,TD,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,DM,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,DC,VNA,
Rotation 2,1180,2017,30-May-17,MLA,NE,2,2X25,0,UO,VNA,
