"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Identification Date","Identification Analyst","Advanced ID Date","Advanced ID Analyst","Microhabitat Type","Plot Number","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number"
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,3,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,UH,3,VNA,Pohlia cruda,Species,99000853,
Rotation 1,1353,2008,03-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,3,VNA,Atrichum,Genus,99000527,
Rotation 1,1353,2008,03-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,UH,3,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1353,2008,03-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,UH,3,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,UH,3,VNA,Geocalyx graveolens,Species,99001028,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,4,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,4,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,4,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,4,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,5,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,5,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,5,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,5,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,5,VNA,Hypnum lindbergii,Species,99001079,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,DM,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,DM,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,Sharp Twisted Moss,Tortula mucronifolia,Species,99000769,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,Sharp Twisted Moss,Tortula mucronifolia,Species,99000769,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Bryum,Genus,99000545,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,DM,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,HB,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LH,1,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,1,VNA,Bryum,Genus,99000545,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,LH,1,VNA,Cephaloziella hampeana,Species,99001156,
Rotation 1,1354,2008,04-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,LH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,VNA,Bryum,Genus,99000545,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,Hispid Campylium Moss,Campylophyllum hispidulum,Species,99001260,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,1,Hispid Campylium Moss,Campylophyllum hispidulum,Species,99001260,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,MISC,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,MISC,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,MISC,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,MISC,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,MISC,1,VNA,Bryum,Genus,99000545,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,TC,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TC,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TC,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,TD,1,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TD,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,UH,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,UH,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,HB,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,HB,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,HB,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,HB,2,VNA,Campylium,Genus,99000555,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,HB,2,VNA,Bryum,Genus,99000545,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,HB,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,HB,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LH,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LH,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Bryum,Genus,99000545,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,LS,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,LS,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,TC,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TD,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,TD,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TD,2,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TD,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,UH,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,UH,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,UH,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,19-Aug-08,EE,DNC,DNC,UH,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1354,2008,04-Jul-08,MPA,25-Aug-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium drummondii,Species,99000960,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LH,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,Mountain Curved-back Moss,Oncophorus wahlenbergii,Species,99000342,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Orthotrichum,Genus,99000633,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Orthotrichum speciosum,Species,99000940,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,Mountain Curved-back Moss,Oncophorus wahlenbergii,Species,99000342,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LH,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LH,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LH,1,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,1,Mountain Curved-back Moss,Oncophorus wahlenbergii,Species,99000342,
Rotation 1,1378,2008,06-Jul-08,MPA,22-Aug-08,MPA,DNC,DNC,LS,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,22-Aug-08,MPA,DNC,DNC,LS,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,22-Aug-08,MPA,DNC,DNC,LS,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,22-Aug-08,MPA,DNC,DNC,LS,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,22-Aug-08,MPA,DNC,DNC,LS,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,22-Aug-08,MPA,DNC,DNC,LS,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,RR,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,20-Aug-08,MPA,DNC,DNC,TC,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,20-Aug-08,MPA,DNC,DNC,TC,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,TD,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,TD,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,TD,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,TD,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,TD,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,TD,1,Mountain Curved-back Moss,Oncophorus wahlenbergii,Species,99000342,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,TD,1,Mountain Curved-back Moss,Oncophorus wahlenbergii,Species,99000342,
Rotation 1,1378,2008,06-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,TD,1,VNA,Geocalyx graveolens,Species,99001028,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,TD,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,TD,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,TD,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
