"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Stratum","Identification Date","Identification Analyst","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Identification Qualifier ","Qualifier Taxonomic Rank "
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,21-Aug-15,LLA,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,21-Aug-15,LLA,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,Species,99000932,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,21-Aug-15,LLA,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,21-Aug-15,LLA,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,VNA,Ptychostomum,Genus,99000544,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,21-Aug-15,LLA,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,Glaucous-headed Earwort,Scapania glaucocephala,Species,99000814,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 2,1024,2015,31-May-15,TDI,SE,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Tree/Other,21-Aug-15,LLA,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Tree/Other,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Tree/Other,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Tree/Other,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Tree/Other,21-Aug-15,LLA,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Upland,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Upland,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,24-Aug-15,MLA2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,THI,Mosses,Bryophyta,Division,14189,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,24-Aug-15,MLA2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,24-Aug-15,MLA2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,24-Aug-15,MLA2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,24-Aug-15,MLA2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Ptychostomum,Genus,99000544,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Log/Stump,12-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Tree/Other,12-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Tree/Other,21-Aug-15,LLA,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Tree/Other,21-Aug-15,LLA,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Tree/Other,21-Aug-15,LLA,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1024,2015,31-May-15,TDI,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NE,Upland,17-Aug-15,THI,VNA,Tortula,Genus,99000697,cf.,Genus,
Rotation 2,1056,2015,02-Jun-15,DMI,NE,Upland,17-Aug-15,EFE,VNA,Pottiaceae,Family,99000466,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NW,Rock,17-Aug-15,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NW,Upland,17-Aug-15,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,NW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SE,Rock,17-Aug-15,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SE,Upland,17-Aug-15,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SW,Rock,17-Aug-15,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SW,Upland,17-Aug-15,EFE,VNA,Pottiaceae,Family,99000466,VNA,VNA,
Rotation 2,1056,2015,02-Jun-15,DMI,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Log/Stump,10-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Log/Stump,10-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Log/Stump,10-Aug-15,KWI2,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,Species,99000932,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Log/Stump,19-Dec-16,EFE,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Log/Stump,10-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Tree/Other,07-Aug-15,KWI2,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,Species,99000932,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Tree/Other,07-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Tree/Other,07-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Tree/Other,07-Aug-15,KWI2,VNA,Orthotrichum elegans,Species,99001338,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Log/Stump,07-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Tree/Other,07-Aug-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Upland,07-Aug-15,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Log/Stump,07-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Log/Stump,07-Aug-15,KWI2,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Log/Stump,19-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Log/Stump,19-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Log/Stump,19-Dec-16,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Tree/Other,10-Aug-15,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Tree/Other,10-Aug-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Tree/Other,10-Aug-15,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Upland,19-Dec-16,EFE,Lesser Tamarisk-moss,Thuidium recognitum,Species,99000757,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Upland,10-Aug-15,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Upland,19-Dec-16,EFE,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Upland,19-Dec-16,EFE,Bristly Bentleaf Moss,Campylophyllum hispidulum,Species,99001260,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Upland,10-Aug-15,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,NW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Tree/Other,19-Dec-16,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Tree/Other,19-Dec-16,EFE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Upland,19-Dec-16,EFE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Upland,10-Aug-15,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Upland,10-Aug-15,KWI2,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Upland,10-Aug-15,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Upland,10-Aug-15,KWI2,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Upland,07-Aug-15,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Upland,19-Dec-16,EFE,VNA,Gemmabryum caespiticium,Species,99001221,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Upland,19-Dec-16,EFE,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 2,1057,2015,01-Jun-15,TDI,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,Log/Stump,04-Aug-15,TDI,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,Rock,05-Aug-15,TDI,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,Upland,05-Aug-15,TDI,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,Upland,05-Aug-15,TDI,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,NW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,Upland,14-Nov-16,KWI2,VNA,Thuidiaceae,Family,99000478,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,Upland,14-Nov-16,KWI2,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1058,2015,02-Jun-15,TDI,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,Upland,VNA,VNA,DNC,DNC,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,Upland,19-Aug-15,KWI2,VNA,Amblystegiaceae,Family,99000480,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,NW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,Upland,VNA,TDI,VNA,Bryum argenteum,Species,99001220,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Tree/Other,VNA,VNA,DNC,DNC,VNA,VNA,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Upland,14-Nov-16,THI,Mosses,Bryophyta,Division,14189,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Upland,19-Aug-15,THI,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Upland,14-Nov-16,THI,VNA,Pottiaceae,Family,99000466,VNA,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Ptychostomum pseudotriquetrum,Species,99001234,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Ptychostomum pseudotriquetrum,Species,99001234,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Ptychostomum pseudotriquetrum,Species,99001234,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Upland,07-May-18, BLM,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,Rock,07-May-18, BLM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,Wetland,07-May-18, BLM,Floating Hook-moss,Warnstorfia fluitans,Species,99000720,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,NW,Wetland,07-May-18, BLM,Willow Feather-moss,Hygroamblystegium varium,Species,99001268,VNA,VNA,
Rotation 2,1178,2017,24-May-17,EED,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
